   z        r        Bz       Br       Btot
 179.000    2.000  0.01134  0.00019  0.01134
 180.000    2.000  0.01115  0.00019  0.01116
 181.000    2.000  0.01097  0.00018  0.01097
 182.000    2.000  0.01079  0.00018  0.01079
 183.000    2.000  0.01061  0.00017  0.01062
 184.000    2.000  0.01044  0.00017  0.01044
 185.000    2.000  0.01027  0.00017  0.01028
 186.000    2.000  0.01011  0.00016  0.01011
 187.000    2.000  0.00995  0.00016  0.00995
 188.000    2.000  0.00979  0.00016  0.00979
 189.000    2.000  0.00964  0.00015  0.00964
 190.000    2.000  0.00948  0.00015  0.00949
 191.000    2.000  0.00934  0.00015  0.00934
 192.000    2.000  0.00919  0.00014  0.00919
 193.000    2.000  0.00905  0.00014  0.00905
 194.000    2.000  0.00891  0.00014  0.00891
 195.000    2.000  0.00877  0.00013  0.00878
 196.000    2.000  0.00864  0.00013  0.00864
 197.000    2.000  0.00851  0.00013  0.00851
 198.000    2.000  0.00838  0.00013  0.00838
 199.000    2.000  0.00826  0.00012  0.00826
 200.000    2.000  0.00813  0.00012  0.00813
   0.000    3.000  5.00034  0.00004  5.00034
   1.000    3.000  5.00217  0.00245  5.00217
   2.000    3.000  5.00661  0.00233  5.00661
   3.000    3.000  5.01085  0.00251  5.01085
   4.000    3.000  5.01058  0.01356  5.01060
   5.000    3.000  5.00069  0.03136  5.00078
   6.000    3.000  4.97605  0.05535  4.97636
   7.000    3.000  4.93242  0.08399  4.93313
   8.000    3.000  4.86710  0.11511  4.86846
   9.000    3.000  4.77926  0.14635  4.78150
  10.000    3.000  4.66984  0.17566  4.67314
  11.000    3.000  4.54109  0.20156  4.54556
  12.000    3.000  4.39601  0.22321  4.40168
  13.000    3.000  4.23793  0.24032  4.24473
  14.000    3.000  4.07007  0.25297  4.07792
  15.000    3.000  3.89544  0.26148  3.90420
  16.000    3.000  3.71671  0.26629  3.72624
  17.000    3.000  3.53623  0.26783  3.54636
  18.000    3.000  3.35600  0.26657  3.36657
  19.000    3.000  3.17775  0.26292  3.18860
  20.000    3.000  3.00289  0.25728  3.01389
  21.000    3.000  2.83261  0.25003  2.84363
  22.000    3.000  2.66786  0.24151  2.67876
  23.000    3.000  2.50934  0.23200  2.52004
  24.000    3.000  2.35760  0.22180  2.36801
  25.000    3.000  2.21300  0.21115  2.22305
  26.000    3.000  2.07573  0.20024  2.08537
  27.000    3.000  1.94590  0.18927  1.95508
  28.000    3.000  1.82345  0.17839  1.83216
  29.000    3.000  1.70829  0.16770  1.71650
  30.000    3.000  1.60022  0.15731  1.60793
  31.000    3.000  1.49900  0.14729  1.50622
  32.000    3.000  1.40436  0.13770  1.41109
  33.000    3.000  1.31598  0.12857  1.32224
  34.000    3.000  1.23354  0.11992  1.23936
  35.000    3.000  1.15671  0.11176  1.16210
  36.000    3.000  1.08516  0.10409  1.09014
  37.000    3.000  1.01854  0.09690  1.02314
  38.000    3.000  0.95656  0.09018  0.96080
  39.000    3.000  0.89888  0.08392  0.90279
  40.000    3.000  0.84521  0.07809  0.84881
  41.000    3.000  0.79528  0.07268  0.79859
  42.000    3.000  0.74881  0.06765  0.75186
  43.000    3.000  0.70555  0.06299  0.70835
  44.000    3.000  0.66526  0.05866  0.66785
  45.000    3.000  0.62774  0.05466  0.63011
  46.000    3.000  0.59276  0.05096  0.59495
  47.000    3.000  0.56015  0.04753  0.56216
  48.000    3.000  0.52972  0.04435  0.53157
  49.000    3.000  0.50131  0.04142  0.50302
  50.000    3.000  0.47478  0.03870  0.47635
  51.000    3.000  0.44997  0.03618  0.45143
  52.000    3.000  0.42678  0.03385  0.42812
  53.000    3.000  0.40506  0.03169  0.40630
  54.000    3.000  0.38473  0.02969  0.38587
  55.000    3.000  0.36567  0.02783  0.36673
  56.000    3.000  0.34779  0.02611  0.34877
  57.000    3.000  0.33102  0.02451  0.33192
  58.000    3.000  0.31526  0.02303  0.31610
  59.000    3.000  0.30045  0.02165  0.30123
  60.000    3.000  0.28652  0.02036  0.28725
  61.000    3.000  0.27341  0.01917  0.27408
  62.000    3.000  0.26107  0.01806  0.26169
  63.000    3.000  0.24943  0.01703  0.25001
  64.000    3.000  0.23845  0.01606  0.23899
  65.000    3.000  0.22809  0.01516  0.22860
  66.000    3.000  0.21831  0.01432  0.21878
  67.000    3.000  0.20907  0.01354  0.20950
  68.000    3.000  0.20032  0.01281  0.20073
  69.000    3.000  0.19205  0.01212  0.19243
  70.000    3.000  0.18422  0.01148  0.18457
  71.000    3.000  0.17679  0.01088  0.17713
  72.000    3.000  0.16976  0.01032  0.17007
  73.000    3.000  0.16308  0.00979  0.16338
  74.000    3.000  0.15675  0.00929  0.15702
  75.000    3.000  0.15073  0.00883  0.15099
  76.000    3.000  0.14501  0.00839  0.14525
  77.000    3.000  0.13957  0.00798  0.13980
  78.000    3.000  0.13440  0.00759  0.13462
  79.000    3.000  0.12948  0.00723  0.12968
  80.000    3.000  0.12479  0.00689  0.12498
  81.000    3.000  0.12032  0.00657  0.12050
  82.000    3.000  0.11606  0.00626  0.11623
  83.000    3.000  0.11199  0.00597  0.11215
  84.000    3.000  0.10811  0.00570  0.10826
  85.000    3.000  0.10441  0.00545  0.10455
  86.000    3.000  0.10087  0.00520  0.10100
  87.000    3.000  0.09749  0.00497  0.09762
  88.000    3.000  0.09425  0.00476  0.09437
  89.000    3.000  0.09116  0.00455  0.09127
  90.000    3.000  0.08820  0.00436  0.08831
  91.000    3.000  0.08536  0.00417  0.08547
  92.000    3.000  0.08265  0.00400  0.08274
  93.000    3.000  0.08004  0.00383  0.08014
  94.000    3.000  0.07755  0.00368  0.07763
  95.000    3.000  0.07515  0.00353  0.07524
  96.000    3.000  0.07286  0.00338  0.07293
  97.000    3.000  0.07065  0.00325  0.07073
  98.000    3.000  0.06853  0.00312  0.06860
  99.000    3.000  0.06650  0.00300  0.06657
 100.000    3.000  0.06454  0.00288  0.06461
 101.000    3.000  0.06266  0.00277  0.06272
 102.000    3.000  0.06086  0.00267  0.06091
 103.000    3.000  0.05912  0.00256  0.05917
 104.000    3.000  0.05744  0.00247  0.05749
 105.000    3.000  0.05583  0.00238  0.05588
 106.000    3.000  0.05428  0.00229  0.05433
 107.000    3.000  0.05278  0.00221  0.05283
 108.000    3.000  0.05134  0.00213  0.05138
 109.000    3.000  0.04995  0.00205  0.04999
 110.000    3.000  0.04861  0.00198  0.04865
 111.000    3.000  0.04732  0.00191  0.04736
 112.000    3.000  0.04607  0.00184  0.04611
 113.000    3.000  0.04486  0.00178  0.04490
 114.000    3.000  0.04370  0.00172  0.04374
 115.000    3.000  0.04258  0.00166  0.04261
 116.000    3.000  0.04149  0.00160  0.04152
 117.000    3.000  0.04044  0.00155  0.04047
 118.000    3.000  0.03943  0.00150  0.03946
 119.000    3.000  0.03845  0.00145  0.03848
 120.000    3.000  0.03750  0.00140  0.03753
 121.000    3.000  0.03658  0.00136  0.03661
 122.000    3.000  0.03570  0.00131  0.03572
 123.000    3.000  0.03484  0.00127  0.03486
 124.000    3.000  0.03400  0.00123  0.03403
 125.000    3.000  0.03320  0.00119  0.03322
 126.000    3.000  0.03242  0.00115  0.03244
 127.000    3.000  0.03166  0.00112  0.03168
 128.000    3.000  0.03093  0.00108  0.03095
 129.000    3.000  0.03022  0.00105  0.03024
 130.000    3.000  0.02953  0.00102  0.02955
 131.000    3.000  0.02886  0.00099  0.02888
 132.000    3.000  0.02821  0.00096  0.02823
 133.000    3.000  0.02758  0.00093  0.02760
 134.000    3.000  0.02697  0.00090  0.02699
 135.000    3.000  0.02638  0.00088  0.02639
 136.000    3.000  0.02580  0.00085  0.02582
 137.000    3.000  0.02524  0.00083  0.02526
 138.000    3.000  0.02470  0.00080  0.02471
 139.000    3.000  0.02417  0.00078  0.02419
 140.000    3.000  0.02366  0.00076  0.02367
 141.000    3.000  0.02316  0.00074  0.02317
 142.000    3.000  0.02268  0.00072  0.02269
 143.000    3.000  0.02221  0.00070  0.02222
 144.000    3.000  0.02175  0.00068  0.02176
 145.000    3.000  0.02130  0.00066  0.02131
 146.000    3.000  0.02087  0.00064  0.02088
 147.000    3.000  0.02045  0.00062  0.02046
 148.000    3.000  0.02004  0.00061  0.02004
 149.000    3.000  0.01964  0.00059  0.01964
 150.000    3.000  0.01925  0.00058  0.01926
 151.000    3.000  0.01887  0.00056  0.01888
 152.000    3.000  0.01850  0.00055  0.01851
 153.000    3.000  0.01814  0.00053  0.01815
 154.000    3.000  0.01779  0.00052  0.01780
 155.000    3.000  0.01745  0.00051  0.01745
 156.000    3.000  0.01711  0.00049  0.01712
 157.000    3.000  0.01679  0.00048  0.01680
 158.000    3.000  0.01647  0.00047  0.01648
 159.000    3.000  0.01617  0.00046  0.01617
 160.000    3.000  0.01587  0.00045  0.01587
 161.000    3.000  0.01557  0.00043  0.01558
 162.000    3.000  0.01529  0.00042  0.01529
 163.000    3.000  0.01501  0.00041  0.01501
 164.000    3.000  0.01473  0.00040  0.01474
 165.000    3.000  0.01447  0.00039  0.01447
 166.000    3.000  0.01421  0.00038  0.01421
 167.000    3.000  0.01396  0.00038  0.01396
 168.000    3.000  0.01371  0.00037  0.01371
 169.000    3.000  0.01347  0.00036  0.01347
 170.000    3.000  0.01323  0.00035  0.01324
 171.000    3.000  0.01300  0.00034  0.01301
 172.000    3.000  0.01278  0.00033  0.01278
 173.000    3.000  0.01256  0.00033  0.01256
 174.000    3.000  0.01234  0.00032  0.01234
 175.000    3.000  0.01213  0.00031  0.01213
 176.000    3.000  0.01193  0.00030  0.01193
 177.000    3.000  0.01172  0.00030  0.01173
 178.000    3.000  0.01153  0.00029  0.01153
 179.000    3.000  0.01134  0.00028  0.01134
 180.000    3.000  0.01115  0.00028  0.01115
 181.000    3.000  0.01097  0.00027  0.01097
 182.000    3.000  0.01079  0.00027  0.01079
 183.000    3.000  0.01061  0.00026  0.01061
 184.000    3.000  0.01044  0.00026  0.01044
 185.000    3.000  0.01027  0.00025  0.01027
 186.000    3.000  0.01011  0.00024  0.01011
 187.000    3.000  0.00994  0.00024  0.00995
 188.000    3.000  0.00979  0.00023  0.00979
 189.000    3.000  0.00963  0.00023  0.00963
 190.000    3.000  0.00948  0.00022  0.00948
 191.000    3.000  0.00933  0.00022  0.00934
 192.000    3.000  0.00919  0.00022  0.00919
 193.000    3.000  0.00905  0.00021  0.00905
 194.000    3.000  0.00891  0.00021  0.00891
 195.000    3.000  0.00877  0.00020  0.00877
 196.000    3.000  0.00864  0.00020  0.00864
 197.000    3.000  0.00851  0.00019  0.00851
 198.000    3.000  0.00838  0.00019  0.00838
 199.000    3.000  0.00825  0.00019  0.00826
 200.000    3.000  0.00813  0.00018  0.00813
   0.000    4.000  4.99571  0.00006  4.99571
   1.000    4.000  4.99914  0.00623  4.99915
   2.000    4.000  5.00818  0.00862  5.00819
   3.000    4.000  5.01938  0.00391  5.01938
   4.000    4.000  5.02741  0.01019  5.02742
   5.000    4.000  5.02582  0.03457  5.02594
   6.000    4.000  5.00810  0.06836  5.00857
   7.000    4.000  4.96892  0.10911  4.97011
   8.000    4.000  4.90506  0.15335  4.90745
   9.000    4.000  4.81584  0.19740  4.81989
  10.000    4.000  4.70286  0.23821  4.70889
  11.000    4.000  4.56921  0.27372  4.57740
  12.000    4.000  4.41867  0.30292  4.42904
  13.000    4.000  4.25513  0.32561  4.26757
  14.000    4.000  4.08215  0.34211  4.09646
  15.000    4.000  3.90290  0.35297  3.91882
  16.000    4.000  3.72010  0.35885  3.73736
  17.000    4.000  3.53608  0.36038  3.55440
  18.000    4.000  3.35285  0.35820  3.37193
  19.000    4.000  3.17206  0.35287  3.19163
  20.000    4.000  2.99513  0.34493  3.01492
  21.000    4.000  2.82318  0.33487  2.84298
  22.000    4.000  2.65713  0.32314  2.67671
  23.000    4.000  2.49767  0.31016  2.51685
  24.000    4.000  2.34527  0.29627  2.36391
  25.000    4.000  2.20028  0.28182  2.21826
  26.000    4.000  2.06286  0.26707  2.08007
  27.000    4.000  1.93305  0.25227  1.94944
  28.000    4.000  1.81079  0.23761  1.82631
  29.000    4.000  1.69594  0.22325  1.71057
  30.000    4.000  1.58827  0.20931  1.60201
  31.000    4.000  1.48753  0.19590  1.50038
  32.000    4.000  1.39341  0.18306  1.40539
  33.000    4.000  1.30559  0.17086  1.31673
  34.000    4.000  1.22373  0.15932  1.23406
  35.000    4.000  1.14748  0.14843  1.15704
  36.000    4.000  1.07650  0.13822  1.08533
  37.000    4.000  1.01045  0.12865  1.01860
  38.000    4.000  0.94900  0.11972  0.95652
  39.000    4.000  0.89184  0.11139  0.89877
  40.000    4.000  0.83867  0.10364  0.84505
  41.000    4.000  0.78920  0.09645  0.79507
  42.000    4.000  0.74317  0.08977  0.74857
  43.000    4.000  0.70032  0.08358  0.70529
  44.000    4.000  0.66042  0.07785  0.66500
  45.000    4.000  0.62326  0.07254  0.62746
  46.000    4.000  0.58861  0.06762  0.59248
  47.000    4.000  0.55631  0.06307  0.55987
  48.000    4.000  0.52617  0.05886  0.52945
  49.000    4.000  0.49802  0.05497  0.50105
  50.000    4.000  0.47173  0.05136  0.47452
  51.000    4.000  0.44716  0.04802  0.44973
  52.000    4.000  0.42417  0.04493  0.42654
  53.000    4.000  0.40265  0.04207  0.40484
  54.000    4.000  0.38249  0.03941  0.38451
  55.000    4.000  0.36359  0.03695  0.36546
  56.000    4.000  0.34587  0.03467  0.34760
  57.000    4.000  0.32923  0.03255  0.33083
  58.000    4.000  0.31360  0.03058  0.31508
  59.000    4.000  0.29890  0.02875  0.30028
  60.000    4.000  0.28508  0.02705  0.28636
  61.000    4.000  0.27207  0.02547  0.27326
  62.000    4.000  0.25982  0.02399  0.26092
  63.000    4.000  0.24827  0.02262  0.24930
  64.000    4.000  0.23737  0.02134  0.23833
  65.000    4.000  0.22708  0.02015  0.22798
  66.000    4.000  0.21737  0.01903  0.21820
  67.000    4.000  0.20818  0.01799  0.20896
  68.000    4.000  0.19950  0.01702  0.20022
  69.000    4.000  0.19128  0.01611  0.19196
  70.000    4.000  0.18349  0.01526  0.18413
  71.000    4.000  0.17612  0.01446  0.17671
  72.000    4.000  0.16912  0.01372  0.16968
  73.000    4.000  0.16249  0.01301  0.16301
  74.000    4.000  0.15619  0.01236  0.15668
  75.000    4.000  0.15021  0.01174  0.15066
  76.000    4.000  0.14452  0.01116  0.14495
  77.000    4.000  0.13911  0.01061  0.13951
  78.000    4.000  0.13396  0.01010  0.13434
  79.000    4.000  0.12907  0.00962  0.12942
  80.000    4.000  0.12440  0.00916  0.12474
  81.000    4.000  0.11995  0.00873  0.12027
  82.000    4.000  0.11571  0.00833  0.11601
  83.000    4.000  0.11167  0.00795  0.11195
  84.000    4.000  0.10781  0.00758  0.10807
  85.000    4.000  0.10412  0.00724  0.10437
  86.000    4.000  0.10060  0.00692  0.10083
  87.000    4.000  0.09723  0.00662  0.09745
  88.000    4.000  0.09401  0.00633  0.09422
  89.000    4.000  0.09093  0.00606  0.09113
  90.000    4.000  0.08798  0.00580  0.08817
  91.000    4.000  0.08515  0.00555  0.08534
  92.000    4.000  0.08245  0.00532  0.08262
  93.000    4.000  0.07986  0.00510  0.08002
  94.000    4.000  0.07737  0.00489  0.07752
  95.000    4.000  0.07498  0.00469  0.07513
  96.000    4.000  0.07269  0.00450  0.07283
  97.000    4.000  0.07050  0.00432  0.07063
  98.000    4.000  0.06839  0.00415  0.06851
  99.000    4.000  0.06636  0.00399  0.06648
 100.000    4.000  0.06441  0.00384  0.06453
 101.000    4.000  0.06254  0.00369  0.06265
 102.000    4.000  0.06074  0.00355  0.06084
 103.000    4.000  0.05900  0.00341  0.05910
 104.000    4.000  0.05733  0.00329  0.05743
 105.000    4.000  0.05573  0.00316  0.05582
 106.000    4.000  0.05418  0.00305  0.05426
 107.000    4.000  0.05269  0.00294  0.05277
 108.000    4.000  0.05125  0.00283  0.05133
 109.000    4.000  0.04986  0.00273  0.04994
 110.000    4.000  0.04853  0.00263  0.04860
 111.000    4.000  0.04724  0.00254  0.04731
 112.000    4.000  0.04599  0.00245  0.04606
 113.000    4.000  0.04479  0.00237  0.04485
 114.000    4.000  0.04363  0.00229  0.04369
 115.000    4.000  0.04251  0.00221  0.04257
 116.000    4.000  0.04143  0.00213  0.04148
 117.000    4.000  0.04038  0.00206  0.04044
 118.000    4.000  0.03937  0.00199  0.03942
 119.000    4.000  0.03839  0.00193  0.03844
 120.000    4.000  0.03745  0.00187  0.03749
 121.000    4.000  0.03653  0.00181  0.03658
 122.000    4.000  0.03565  0.00175  0.03569
 123.000    4.000  0.03479  0.00169  0.03483
 124.000    4.000  0.03396  0.00164  0.03400
 125.000    4.000  0.03315  0.00159  0.03319
 126.000    4.000  0.03238  0.00154  0.03241
 127.000    4.000  0.03162  0.00149  0.03166
 128.000    4.000  0.03089  0.00144  0.03092
 129.000    4.000  0.03018  0.00140  0.03021
 130.000    4.000  0.02949  0.00136  0.02952
 131.000    4.000  0.02882  0.00132  0.02885
 132.000    4.000  0.02818  0.00128  0.02821
 133.000    4.000  0.02755  0.00124  0.02758
 134.000    4.000  0.02694  0.00120  0.02697
 135.000    4.000  0.02635  0.00117  0.02637
 136.000    4.000  0.02577  0.00113  0.02580
 137.000    4.000  0.02522  0.00110  0.02524
 138.000    4.000  0.02467  0.00107  0.02470
 139.000    4.000  0.02415  0.00104  0.02417
 140.000    4.000  0.02363  0.00101  0.02366
 141.000    4.000  0.02314  0.00098  0.02316
 142.000    4.000  0.02265  0.00096  0.02267
 143.000    4.000  0.02218  0.00093  0.02220
 144.000    4.000  0.02173  0.00090  0.02174
 145.000    4.000  0.02128  0.00088  0.02130
 146.000    4.000  0.02085  0.00086  0.02087
 147.000    4.000  0.02043  0.00083  0.02044
 148.000    4.000  0.02002  0.00081  0.02003
 149.000    4.000  0.01962  0.00079  0.01963
 150.000    4.000  0.01923  0.00077  0.01924
 151.000    4.000  0.01885  0.00075  0.01887
 152.000    4.000  0.01848  0.00073  0.01850
 153.000    4.000  0.01812  0.00071  0.01814
 154.000    4.000  0.01777  0.00069  0.01779
 155.000    4.000  0.01743  0.00067  0.01745
 156.000    4.000  0.01710  0.00066  0.01711
 157.000    4.000  0.01678  0.00064  0.01679
 158.000    4.000  0.01646  0.00062  0.01647
 159.000    4.000  0.01615  0.00061  0.01616
 160.000    4.000  0.01585  0.00059  0.01586
 161.000    4.000  0.01556  0.00058  0.01557
 162.000    4.000  0.01527  0.00057  0.01528
 163.000    4.000  0.01499  0.00055  0.01501
 164.000    4.000  0.01472  0.00054  0.01473
 165.000    4.000  0.01446  0.00053  0.01447
 166.000    4.000  0.01420  0.00051  0.01421
 167.000    4.000  0.01395  0.00050  0.01395
 168.000    4.000  0.01370  0.00049  0.01371
 169.000    4.000  0.01346  0.00048  0.01347
 170.000    4.000  0.01322  0.00047  0.01323
 171.000    4.000  0.01299  0.00046  0.01300
 172.000    4.000  0.01277  0.00045  0.01277
 173.000    4.000  0.01255  0.00043  0.01255
 174.000    4.000  0.01233  0.00043  0.01234
 175.000    4.000  0.01212  0.00042  0.01213
 176.000    4.000  0.01192  0.00041  0.01192
 177.000    4.000  0.01172  0.00040  0.01172
 178.000    4.000  0.01152  0.00039  0.01153
 179.000    4.000  0.01133  0.00038  0.01134
 180.000    4.000  0.01114  0.00037  0.01115
 181.000    4.000  0.01096  0.00036  0.01096
 182.000    4.000  0.01078  0.00036  0.01078
 183.000    4.000  0.01060  0.00035  0.01061
 184.000    4.000  0.01043  0.00034  0.01044
 185.000    4.000  0.01026  0.00033  0.01027
 186.000    4.000  0.01010  0.00033  0.01010
 187.000    4.000  0.00994  0.00032  0.00994
 188.000    4.000  0.00978  0.00031  0.00979
 189.000    4.000  0.00963  0.00031  0.00963
 190.000    4.000  0.00948  0.00030  0.00948
 191.000    4.000  0.00933  0.00029  0.00933
 192.000    4.000  0.00918  0.00029  0.00919
 193.000    4.000  0.00904  0.00028  0.00905
 194.000    4.000  0.00890  0.00028  0.00891
 195.000    4.000  0.00877  0.00027  0.00877
